1459772454021876096,2163172,0.0,0.0,0.0,0.0,0.0,0.0
1459772454103430032,41641950,0.0,0.0,0.0,0.000833013406961,0.00661016958578,2.76491927246
1459772454105771064,375986,0.0,0.0,0.0,0.000869797118636,0.00660668520111,2.51361634815
1459772454126851081,331163,0.0,0.0,0.0,0.00178526298714,0.00660536141467,2.76495869422
1459772454145917892,320911,0.0,0.0,0.0,0.00222861964498,0.00660619593716,2.89063430663
1459772454165925979,348091,0.0,0.0,0.0,0.0025929501889,0.00660530268835,2.89064874836
1459772454185870885,329971,0.0,0.0,0.0,0.0037449461967,0.00660340968982,2.89068075174
1459772454205876111,324010,0.0,0.0,0.0,0.00577158971652,0.00660460006418,2.95352340978
1459772454243936061,952959,0.0,0.0,0.0,0.00653939736624,0.00660628434478,2.76498772605
1459772454247677087,1597166,0.0,0.0,0.0,0.00773717553812,0.00661017557788,2.8279355888
1459772454266453981,602961,0.0,0.0,0.0,0.00724666940134,0.00661141105333,2.76513715153
1459772454285849094,313997,0.0,0.0,0.0,0.00516541660796,0.00661284099459,2.57672729337
1459772454305843114,326156,0.0,0.0,0.0,0.00641471349224,0.00661493754425,2.57667480379
1459772454326574087,544072,0.0,0.0,0.0,0.00770796603982,0.00661525761807,2.70234444072
1459772454346093893,494004,0.0,0.0,0.0,0.00844963618745,0.00662094602612,2.57664658882
1459772454366507053,669003,0.0,0.0,0.0,0.00823789329922,0.00661805511118,2.76507509784
1459772454385984897,442982,0.0,0.0,0.0,0.00628287052798,0.00662271133705,2.9535758327
1459772454406119108,474215,0.0,0.0,0.0,0.0049741987405,0.00662797163172,2.89075443323
1459772454462404966,36849022,0.0,0.0,0.0,0.00606215825085,0.00662907146268,2.95363273247
1459772454469500064,6051063,0.0,0.0,0.0,0.00458087293736,0.00797823219581,2.7022388515
1459772454478976964,6896972,0.0,0.0,0.0,-0.00318582248268,0.00635681472387,2.32517883603
1459772454493827104,8228064,0.0,0.0,0.0,-0.00444497423838,0.014865052543,1.9487660729
1459772454511279106,5641222,0.0,0.0,0.0,-0.00236649030828,0.0195120357864,1.44637574133
1459772454530122041,4496097,0.0,0.0,0.0,-0.0145602843897,0.0165259774615,1.76043139149
1459772454550729990,5233050,0.0,0.0,0.0,-0.0158850445376,0.0191558952761,1.94875782488
1459772454571173906,5609989,0.0,0.0,0.0,-0.0158748061213,0.0180990850823,1.63501805623
1459772454591742038,6207943,0.0,0.0,0.0,-0.0207115972827,0.0178765305298,1.13230538337
1459772454608834981,3279924,0.0,0.0,0.0,-0.0173817270894,0.019406861738,1.50935723845
1459772454630728960,5091906,0.0,0.0,0.0,0.000867052981407,0.0256938950106,1.06965744272
1459772454653095960,7494926,0.0,0.0,0.0,-0.00175157201003,0.0301029851051,1.57209345945
1459772454671905994,6345987,0.0,0.0,0.0,-0.00233715716241,0.0289057145159,1.88622606219
