X,Y,Psi
-1518.3690509872586,-1000.2862703423712,3.416801007860589
-1519.9098400873565,-1000.6979857883779,3.4129586982602458
-1521.3949424979103,-1001.0673861182476,3.4109212930470236
-1522.949789306688,-1001.5778318854751,3.3955939841485629
-1524.5041489091716,-1001.9848425623221,3.4135122659798314
-1526.0342092626379,-1002.2943278939354,3.413363975311142
-1527.6138010451218,-1002.7442736043264,3.4058680866405058
-1529.1629058773146,-1003.1994803923014,3.404285182686996
-1530.7381489717047,-1003.5937477555572,3.4175980523907241
-1532.3322627412906,-1003.9747345829857,3.3966405269591315
-1533.969986763422,-1004.401598943771,3.4090740497094441
-1535.4671693743114,-1004.8356898485694,3.4024804146729752
-1537.0278501905166,-1005.2297569140569,3.4051822651100343
-1538.6452825352076,-1005.6651556713606,3.3966387349102831
-1540.2209909435207,-1006.0885028709205,3.4033920779612608
-1541.8368502856879,-1006.427636625423,3.3982727235572985
-1543.4792096415256,-1006.8523373261888,3.3997365521485614
-1545.0258212079293,-1007.2622703387763,3.3859281628030264
-1546.655397108432,-1007.7012996640848,3.3868581550847545
-1548.231188241625,-1008.0784619536515,3.3887452666876015
-1549.908525123755,-1008.4726448916081,3.3759374211329227
-1551.5162765260716,-1008.8335057885987,3.3838987937674618
-1553.1789157830519,-1009.2411729676605,3.3894327794565844
-1554.7836070224098,-1009.6335657798716,3.382038669488876
-1556.4160276040577,-1010.0202455395437,3.3750880803632857
-1558.0304350407705,-1010.3852834279321,3.370280591451464
-1559.6628661796278,-1010.7348578927683,3.3825117823455901
-1561.3027936493713,-1011.1624639875664,3.3767905102886977
-1562.9181998861873,-1011.5810612321339,3.3665665750766864
-1564.553670349208,-1011.8859349980204,3.3638034477162666
-1566.2304468163729,-1012.2734576018038,3.3691728521472051
-1567.8607340874171,-1012.6428624215913,3.3755056286328267
-1569.4676717552072,-1013.0016021240522,3.368830823400025
-1571.1503722808372,-1013.3726283525031,3.3608913238704941
-1572.7865284904215,-1013.7717648882499,3.3606119895799362
-1574.4413467545432,-1014.0874592283768,3.3606012489408768
-1576.0811972202628,-1014.4601578180418,3.3541212190563585
-1577.7501956715216,-1014.7915895867444,3.3562496407040574
-1579.4474318869334,-1015.1867707250253,3.3619398746711497
-1581.1193896807845,-1015.5821621280994,3.3658872508830653
-1582.7338575327062,-1015.8778783532782,3.3590410402323094
-1584.4291778744214,-1016.2893013212861,3.3721917627468811
-1586.0130585117249,-1016.6472720788703,3.3612349761243427
-1587.6962145693083,-1017.1104197277994,3.3736886520707294
-1589.3467724486163,-1017.4363786490688,3.3736577998163266
-1591.065423057114,-1017.7886893999364,3.3742200651862517
-1592.6991584126952,-1018.1489564003906,3.3857189753173498
-1594.3551129739565,-1018.5611373625732,3.3821376465683626
-1596.0451238806847,-1018.8926012555251,3.3699761320209491
-1597.6687939933024,-1019.3815081300193,3.3821556816437295
-1599.3195213338765,-1019.7210919483992,3.3798491270465671
-1601.0074154324743,-1020.1326123065417,3.3819791855127237
-1602.6046724422183,-1020.4968884854701,3.3800610947646397
-1604.3634850253759,-1020.9181132970023,3.3806617812670678
-1605.9610406220145,-1021.2552162234502,3.3836317211484586
-1607.6446800088038,-1021.7390951696715,3.3882661097381903
-1609.3124592270676,-1022.0728601730277,3.3849899320350558
-1610.9154319296408,-1022.514274897958,3.3811216394023402
-1612.5645237908423,-1022.9349452262089,3.3941857039365959
-1614.2960525787043,-1023.3445438925744,3.3843919145732424
-1615.9525867077639,-1023.779136476964,3.389217861904704
-1617.5504991630548,-1024.0881219788942,3.3826130365458367
-1619.2267908967954,-1024.5565108640294,3.3865125990612426
-1620.9022061072185,-1024.8982348580571,3.3758539371510761
-1622.6151483172,-1025.3434671983791,3.3809964021600445
-1624.1837109803089,-1025.7349238417089,3.3792895581036748
-1625.8863760986671,-1026.091878000879,3.3711528297113009
-1627.5433812154088,-1026.4798263756052,3.3650114854064528
-1629.2213218443262,-1026.8804848421396,3.3596134884131517
-1630.8864615252414,-1027.153972531436,3.3578204128023481
-1632.5545173181861,-1027.5741953000734,3.3519805693766314
-1634.2547659680658,-1027.8777862027991,3.3529554330385194
-1635.8499716524454,-1028.1689101044446,3.3403636480028331
-1637.5781324074687,-1028.5122296722543,3.3448930394664553
-1639.2828700646317,-1028.8097701632589,3.3286608264414599
-1640.909852269717,-1029.130493541657,3.3254708219957099
-1642.5514743120466,-1029.4218488215918,3.3295368505081631
-1644.2186881525172,-1029.6773563956372,3.31776013342219
-1645.8918412470066,-1029.9621419015873,3.3152025402943526
-1647.5198284324933,-1030.2838213143907,3.3224161008012358
-1649.1869936029946,-1030.5878859035399,3.306422736598094
-1650.835866968805,-1030.8003603181974,3.312473822863653
-1652.3860769027419,-1030.9894579615452,3.3012161317479292
-1654.055322645758,-1031.3147789126097,3.2966265785982989
-1655.7107675005443,-1031.580017262407,3.2909308338403904
-1657.3692897453504,-1031.8004334262512,3.2892937479773452
-1658.9309480489551,-1031.9727623976341,3.2847881311617977
-1660.5678809018652,-1032.2622746205382,3.2884302803295951
-1662.1588518671613,-1032.4184533313628,3.2864117046347388
-1663.7565134384768,-1032.7259945131152,3.2865072542420291
-1665.3968577272444,-1032.9675126411298,3.2731781572780521
-1666.9740242485186,-1033.1129467177163,3.2707867925009269
-1668.5157157968717,-1033.3153150203557,3.2725578913533968
-1670.1190889758957,-1033.484817297563,3.2635298866157241
-1671.7206002164862,-1033.6748740794778,3.2716016334571223
