t,X,Y,Psi
0.7000000000000004,-392157.47257597203,318237.62739791477,2.7793038597025195
0.72000000000000042,-392157.47421777464,318237.62793462572,2.7797757141466843
0.74000000000000044,-392157.47028577322,318237.62923775875,2.7797692749661103
0.76000000000000045,-392157.46472419763,318237.62644139474,2.7798049390146464
0.78000000000000047,-392157.44436028146,318237.62768020621,2.7801973849797701
0.80000000000000049,-392157.44270315935,318237.61790713406,2.7796955963093524
0.82000000000000051,-392157.43927222467,318237.6277236545,2.7793935115405519
0.84000000000000052,-392157.45266175357,318237.63335032319,2.7797480414220348
0.86000000000000054,-392157.4601858267,318237.63816433196,2.7796791396776168
0.88000000000000056,-392157.45735113963,318237.63482373161,2.7801162107467912
0.90000000000000058,-392157.46622494742,318237.62651490985,2.7817506823384646
0.9200000000000006,-392157.47311622254,318237.62586920505,2.7811978694592447
0.94000000000000061,-392157.4775813219,318237.62843633437,2.7816325490579832
0.96000000000000063,-392157.46037211874,318237.632207166,2.7823698646113519
0.98000000000000065,-392157.45821367943,318237.63148676802,2.7823826220345076
1.0000000000000007,-392157.45623180049,318237.62848564127,2.7823972785091589
1.0200000000000007,-392157.45817567094,318237.62603923137,2.7825265620420687
1.0400000000000007,-392157.44586387346,318237.62327158509,2.782466491671574
1.0600000000000007,-392157.45057201461,318237.61718870088,2.7828600042194944
1.0800000000000007,-392157.46441066259,318237.62437824771,2.78260078155333
1.1000000000000008,-392157.44669983891,318237.62356055429,2.7824432092448204
1.1200000000000008,-392157.4397626823,318237.62600614881,2.7829986047618136
1.1400000000000008,-392157.44376521389,318237.62405043398,2.7831646362626965
1.1600000000000008,-392157.4435508477,318237.62954492739,2.7831846135099596
1.1800000000000008,-392157.44073979772,318237.6318340993,2.7830580956023607
1.2000000000000008,-392157.4421924593,318237.63133216987,2.7825227538195128
1.2200000000000009,-392157.43938831071,318237.62175373797,2.7828562040842426
1.2400000000000009,-392157.4400299571,318237.61724183132,2.7831478514653143
1.2600000000000009,-392157.43695209944,318237.61785364983,2.7830042338193626
1.2800000000000009,-392157.45154234977,318237.62486839102,2.782778802862711
1.3000000000000009,-392157.45800743753,318237.6134936146,2.7821173637411816
1.320000000000001,-392157.46737750439,318237.61430097767,2.7820729611224548
1.340000000000001,-392157.46432995604,318237.61472375208,2.7822283111838702
1.360000000000001,-392157.45721535117,318237.61673219618,2.7821106648551743
1.380000000000001,-392157.46235510777,318237.61287218088,2.7822363941291179
1.400000000000001,-392157.4549148198,318237.60827815527,2.7822445967770637
1.420000000000001,-392157.44464800524,318237.60148783604,2.781976193001535
1.4400000000000011,-392157.44513875648,318237.61193471414,2.7824033495340603
1.4600000000000011,-392157.45118806587,318237.61404246406,2.7819763453684545
1.4800000000000011,-392157.4486646711,318237.62432818784,2.7821709959074017
1.5000000000000011,-392157.44610863843,318237.62009040435,2.7825310159616503
1.5200000000000011,-392157.44351277844,318237.62263988989,2.7827594582553745
1.5400000000000011,-392157.42796240235,318237.6259115974,2.782948484756314
1.5600000000000012,-392157.43472339085,318237.62235078315,2.7833121971346007
1.5800000000000012,-392157.44795656175,318237.62300977355,2.7837316713425451
1.6000000000000012,-392157.44290511229,318237.62181424047,2.7836635918803099
1.6200000000000012,-392157.43818305316,318237.62252463127,2.7840163615039368
1.6400000000000012,-392157.43493323645,318237.61880528298,2.7839007576670571
1.6600000000000013,-392157.43471381487,318237.6197002384,2.7833218142360301
1.6800000000000013,-392157.44086939539,318237.62768990535,2.7824902313239361
1.7000000000000013,-392157.44166640571,318237.6212908919,2.7828455948520459
1.7200000000000013,-392157.41956063767,318237.62049116648,2.7824904824149717
1.7400000000000013,-392157.41744271567,318237.61267540179,2.7824537943819627
1.7600000000000013,-392157.4147140946,318237.61437033297,2.7823153759390653
1.7800000000000014,-392157.4105031839,318237.63129402179,2.7825328854806735
1.8000000000000014,-392157.43479458411,318237.62891740812,2.7829503093225143
1.8200000000000014,-392157.42742837116,318237.62454139057,2.7836449684584892
1.8400000000000014,-392157.430630819,318237.62600681192,2.783894365355934
1.8600000000000014,-392157.44530420715,318237.62211426685,2.7844638154044827
1.8800000000000014,-392157.44944998878,318237.61817768193,2.7840234615960089
1.9000000000000015,-392157.44555206259,318237.62126972579,2.7835096327053503
1.9200000000000015,-392157.4381308335,318237.62780373567,2.7827918969976118
1.9400000000000015,-392157.42709428328,318237.63439810654,2.7822287741342198
1.9600000000000015,-392157.40727543441,318237.63471685379,2.7829204278124928
1.9800000000000015,-392157.41193781607,318237.63467044535,2.78345390487253
2.0000000000000013,-392157.41682964022,318237.63492257142,2.7829255984194754
2.0200000000000009,-392157.42848046357,318237.63591977407,2.7831132057923673
2.0400000000000005,-392157.43728321523,318237.63683577487,2.7828082138806689
2.0600000000000001,-392157.44142571924,318237.64140891057,2.7826087770228094
2.0799999999999996,-392157.43765346438,318237.63677693269,2.7819290489908202
2.0999999999999992,-392157.43891809526,318237.63365418185,2.7811336399800242
2.1199999999999988,-392157.44912300975,318237.63415485731,2.7821749705518659
2.1399999999999983,-392157.44221601402,318237.63366597216,2.7821054141794108
2.1599999999999979,-392157.4588825322,318237.6331438811,2.7827063538896408
2.1799999999999975,-392157.45762585395,318237.63742428774,2.7822605391568191
2.1999999999999971,-392157.44666006585,318237.63806631113,2.781525257796476
2.2199999999999966,-392157.43887608522,318237.64690163976,2.7812169876627291
2.2399999999999962,-392157.44460511347,318237.64586899371,2.7813220562740897
2.2599999999999958,-392157.44764921884,318237.65070973034,2.7817678546455356
2.2799999999999954,-392157.43544388493,318237.65175401972,2.781609404073305
2.2999999999999949,-392157.43350877089,318237.64594969834,2.7811683809430923
2.3199999999999945,-392157.42856673867,318237.64409411588,2.7810893533528884
2.3399999999999941,-392157.42373235471,318237.64265525993,2.7809026372400547
2.3599999999999937,-392157.43533443229,318237.63459188218,2.7801403411496666
2.3799999999999932,-392157.44010116381,318237.63014241564,2.7796211858974282
2.3999999999999928,-392157.43315548683,318237.63749816938,2.7808742147955403
2.4199999999999924,-392157.42806718266,318237.63653621031,2.7819673581529081
2.439999999999992,-392157.46010072989,318237.63348687871,2.7814939111109016
2.4599999999999915,-392157.45889679791,318237.63302253583,2.7812010632811455
2.4799999999999911,-392157.46551492618,318237.63747496909,2.780904745992244
2.4999999999999907,-392157.46544968651,318237.64155105961,2.7811228804889239
2.5199999999999902,-392157.47682437598,318237.63771845127,2.7818957338049497
2.5399999999999898,-392157.47499931388,318237.64032814937,2.7824807613652371
2.5599999999999894,-392157.45477967791,318237.64199311606,2.7825391263628041
2.579999999999989,-392157.46234555036,318237.64877921832,2.7832315512695089
2.5999999999999885,-392157.4570420594,318237.64658203133,2.7834564319290536
2.6199999999999881,-392157.45906920068,318237.65857705753,2.7826488045312185
2.6399999999999877,-392157.45941002556,318237.65696555114,2.7824469442128379
2.6599999999999873,-392157.46385297441,318237.66143274453,2.7816001042305674
2.6799999999999868,-392157.47035871691,318237.6577061342,2.7809163786411473
2.6999999999999864,-392157.45661557681,318237.66559192369,2.780841308074482
2.719999999999986,-392157.43848933623,318237.67160132912,2.7809895835961047
2.7399999999999856,-392157.43669243268,318237.67106321943,2.7813578959317482
2.7599999999999851,-392157.4423639304,318237.67282786715,2.7811915095759203
2.7799999999999847,-392157.44581001217,318237.67229940189,2.7820010857444912
2.7999999999999843,-392157.46935620927,318237.67493342859,2.7811857265441375
2.8199999999999839,-392157.46080268919,318237.67244454747,2.7797730580607007
2.8399999999999834,-392157.46667818981,318237.66989645804,2.7800644433838539
2.859999999999983,-392157.46929067391,318237.6729917971,2.7791273776676801
2.8799999999999826,-392157.45267798344,318237.67752137827,2.7798025616243813
2.8999999999999821,-392157.45362569322,318237.67746902531,2.7789762099975865
2.9199999999999817,-392157.45064696274,318237.67369056423,2.7797910799150625
2.9399999999999813,-392157.44700687676,318237.67222417181,2.7793685358497453
2.9599999999999809,-392157.46213121718,318237.6684815624,2.7795537956238632
2.9799999999999804,-392157.45795284741,318237.67146434402,2.7800881323558362
2.99999999999998,-392157.44902519888,318237.67351199134,2.7794119491711964
3.0199999999999796,-392157.4538704023,318237.67689935071,2.7787686268296117
3.0399999999999792,-392157.44140527007,318237.68269178108,2.7787694038061534
3.0599999999999787,-392157.45511828543,318237.67782273761,2.7788294171810537
3.0799999999999783,-392157.44188282685,318237.68487198761,2.7785754558181606
3.0999999999999779,-392157.43643867603,318237.68282101071,2.7793142235105845
3.1199999999999775,-392157.46294823562,318237.67751832126,2.7801691138399733
3.139999999999977,-392157.48002096725,318237.67996849085,2.7796300416449928
3.1599999999999766,-392157.47565895831,318237.67626029893,2.7794152636706055
3.1799999999999762,-392157.48302931967,318237.67834759591,2.7782846685414051
3.1999999999999758,-392157.49373434315,318237.68334183248,2.7773929208030079
3.2199999999999753,-392157.4871005126,318237.6867070219,2.7782453178593687
3.2399999999999749,-392157.50091507146,318237.68734105083,2.7776218269395114
3.2599999999999745,-392157.51634325332,318237.68737604714,2.7761563868402765
3.279999999999974,-392157.52226410969,318237.68233771098,2.7765010281381914
3.2999999999999736,-392157.50600188924,318237.68586439063,2.7773551333323847
3.3199999999999732,-392157.49759042991,318237.68573102896,2.777877315422407
3.3399999999999728,-392157.49650090671,318237.68524394749,2.7773168200753249
3.3599999999999723,-392157.49550619448,318237.68393277196,2.7767777005272634
3.3799999999999719,-392157.49887813948,318237.69360534922,2.7763818923794354
3.3999999999999715,-392157.5213986843,318237.68717684463,2.7762342269514604
3.4199999999999711,-392157.51637203852,318237.68334660504,2.7764760054349527
3.4399999999999706,-392157.51870860951,318237.67850336636,2.7771310334579726
3.4599999999999702,-392157.51667077927,318237.67350256903,2.7772138237067368
3.4799999999999698,-392157.49928273732,318237.67581218272,2.7774609052832546
3.4999999999999694,-392157.53245692066,318237.6807988885,2.7762668454226813
3.5199999999999689,-392157.53802855319,318237.68695072981,2.7765294038550596
3.5399999999999685,-392157.53314228775,318237.69244259724,2.7773964997593579
3.5599999999999681,-392157.53786267387,318237.68543027277,2.7770130718392072
3.5799999999999677,-392157.5355273321,318237.69021254714,2.7786163242546258
3.5999999999999672,-392157.53468931007,318237.69097822311,2.7787894401513658
3.6199999999999668,-392157.54924374924,318237.69333744067,2.7787524113083704
3.6399999999999664,-392157.54658269486,318237.68974089,2.7793996780815267
3.6599999999999659,-392157.54080155137,318237.69618001598,2.7804296224144465
3.6799999999999655,-392157.55517416104,318237.70047814038,2.7802078683631675
3.6999999999999651,-392157.57667790214,318237.69532547222,2.7800234210265562
3.7199999999999647,-392157.60735331289,318237.70115314214,2.7806569898214035
3.7399999999999642,-392157.62155827798,318237.71228373196,2.7807238853889702
3.7599999999999638,-392157.61724651401,318237.71391742793,2.7810794972321755
3.7799999999999634,-392157.61814492405,318237.72048557352,2.7816720592882462
3.799999999999963,-392157.65050562896,318237.71874124196,2.7819494399483933
3.8199999999999625,-392157.65106708166,318237.71624521411,2.7822501962632948
3.8399999999999621,-392157.66120886401,318237.71162772132,2.7827355566503558
3.8599999999999617,-392157.66332224681,318237.70765006647,2.782764285701965
3.8799999999999613,-392157.67241201305,318237.70404046954,2.7823642995711184
3.8999999999999608,-392157.67475772148,318237.69836331258,2.7826559810415832
3.9199999999999604,-392157.6980184787,318237.69605330063,2.7831057579856844
3.93999999999996,-392157.71671239031,318237.70053433883,2.7840956364880771
3.9599999999999596,-392157.73116476968,318237.7072157496,2.7841970192595111
3.9799999999999591,-392157.75804878533,318237.71909460868,2.7857842863701903
3.9999999999999587,-392157.76322962606,318237.71843336371,2.7862258486947677
4.0199999999999587,-392157.76715551375,318237.72511493601,2.785895399568604
4.0399999999999583,-392157.76818786433,318237.7277166188,2.7853336636507886
4.0599999999999579,-392157.78129808052,318237.72898112721,2.7855354301172612
4.0799999999999574,-392157.78311733232,318237.726279461,2.787403116176971
4.099999999999957,-392157.77233727067,318237.71973870794,2.7882166039417098
4.1199999999999566,-392157.77714317216,318237.72419055528,2.7867915246987822
4.1399999999999562,-392157.78316891799,318237.73324605823,2.7866593105755375
4.1599999999999557,-392157.79711642169,318237.72945406561,2.7872818183690127
4.1799999999999553,-392157.79695800325,318237.72843582067,2.7875968869653986
4.1999999999999549,-392157.80980423739,318237.73642237275,2.7885002760197715
4.2199999999999545,-392157.80804666906,318237.73419334035,2.7878440901323733
4.239999999999954,-392157.82572421717,318237.72995624127,2.7884936314305855
4.2599999999999536,-392157.84212449467,318237.72391623212,2.7891566749835102
4.2799999999999532,-392157.84971752024,318237.72433664679,2.7910064400947237
4.2999999999999527,-392157.84821591154,318237.73010238848,2.7926763081302219
4.3199999999999523,-392157.86291881336,318237.72882819897,2.7934548172304714
4.3399999999999519,-392157.87519099237,318237.72869757545,2.7929409084772669
4.3599999999999515,-392157.88439026289,318237.72716163617,2.7940785463967241
4.379999999999951,-392157.88479070819,318237.73004002555,2.7944218799602596
4.3999999999999506,-392157.88180610165,318237.73822861223,2.794507134452465
4.4199999999999502,-392157.87973417604,318237.7362282449,2.795330908742037
4.4399999999999498,-392157.88772211381,318237.74197535904,2.7970870547266724
4.4599999999999493,-392157.88701308111,318237.7424883768,2.79781756386476
4.4799999999999489,-392157.89946271433,318237.74074360862,2.7985069604008648
4.4999999999999485,-392157.90886173642,318237.74664245057,2.7982794619969771
4.5199999999999481,-392157.90313048125,318237.7511984884,2.7982415819527402
4.5399999999999476,-392157.91516581958,318237.74429860909,2.7991723065079981
4.5599999999999472,-392157.91767053609,318237.74913583207,2.7993984902047719
4.5799999999999468,-392157.92282210244,318237.75024292344,2.800424062145042
4.5999999999999464,-392157.92263421393,318237.7547723336,2.801255146408292
4.6199999999999459,-392157.92473635904,318237.758070004,2.8023777789321667
4.6399999999999455,-392157.94788032712,318237.75214999053,2.8021120796201116
4.6599999999999451,-392157.96870047075,318237.75676491839,2.800928439825479
4.6799999999999446,-392157.98992623232,318237.75345154444,2.7998281489869203
4.6999999999999442,-392158.0074419264,318237.75304447464,2.800116640892421
4.7199999999999438,-392158.02092992398,318237.75503368618,2.8001813523690489
4.7399999999999434,-392158.03191943333,318237.76440824615,2.8000467755352667
4.7599999999999429,-392158.04804117203,318237.76136799762,2.8000754837313764
4.7799999999999425,-392158.05895049946,318237.76048184908,2.8003868821615807
4.7999999999999421,-392158.08752799296,318237.7631288697,2.8003843213938024
4.8199999999999417,-392158.0926951585,318237.76900245511,2.8010563598778386
4.8399999999999412,-392158.09370166884,318237.76784103492,2.8020968279818761
4.8599999999999408,-392158.09886387817,318237.78175725741,2.8032256711823105
4.8799999999999404,-392158.10661907302,318237.78763215279,2.8039881968348457
4.89999999999994,-392158.12386199913,318237.77856472757,2.8048124608137255
4.9199999999999395,-392158.1457931879,318237.78763935203,2.8045027628500558
4.9399999999999391,-392158.15602266398,318237.7885207262,2.8039833730329811
4.9599999999999387,-392158.18297824229,318237.79199099273,2.8047265698244388
4.9799999999999383,-392158.20024917054,318237.80262077472,2.8059523042506749
4.9999999999999378,-392158.21417373756,318237.80608541355,2.8058421905597184
5.0199999999999374,-392158.22856308031,318237.81098056113,2.8059134208601337
5.039999999999937,-392158.23155975848,318237.81019526621,2.8063227612829733
5.0599999999999365,-392158.24421819561,318237.81253247411,2.8070722841302036
5.0799999999999361,-392158.25692769437,318237.82228823792,2.8074093719245461
5.0999999999999357,-392158.25869730185,318237.8246732119,2.8077461453583719
5.1199999999999353,-392158.28651710576,318237.82440391311,2.808035069817242
5.1399999999999348,-392158.29217522481,318237.84434937255,2.8090533128200912
5.1599999999999344,-392158.30461897678,318237.85767340899,2.8094158726512255
5.179999999999934,-392158.30835332075,318237.85858515766,2.8096115815483036
5.1999999999999336,-392158.34040577611,318237.85821191681,2.8103220175914636
5.2199999999999331,-392158.34726090461,318237.8645735599,2.8110882287026335
5.2399999999999327,-392158.35631420295,318237.86919432413,2.8115754737576397
5.2599999999999323,-392158.38027308881,318237.86556752463,2.8127496793034332
5.2799999999999319,-392158.37469787674,318237.87445786654,2.8134179650466411
5.2999999999999314,-392158.38563889643,318237.88165879925,2.8136252468289258
5.319999999999931,-392158.41919163056,318237.89077603543,2.8142352149842953
5.3399999999999306,-392158.44389692968,318237.89780440798,2.8137147595162837
5.3599999999999302,-392158.46975114039,318237.90650020645,2.8134893075077634
5.3799999999999297,-392158.47890813812,318237.91675667692,2.8137661217523644
5.3999999999999293,-392158.49305274175,318237.919231418,2.8138153396469225
5.4199999999999289,-392158.52027704887,318237.91798357526,2.8154844141951427
5.4399999999999284,-392158.55603414692,318237.9162869819,2.8169075148823257
5.459999999999928,-392158.57788338774,318237.92503023124,2.8176815057196318
5.4799999999999276,-392158.5938046716,318237.9435587551,2.8177350599136979
5.4999999999999272,-392158.6204462669,318237.94535600813,2.8193927628540103
5.5199999999999267,-392158.64407952415,318237.94728266215,2.8191935884187052
5.5399999999999263,-392158.66647735605,318237.95070658962,2.8209736742895029
5.5599999999999259,-392158.6810695905,318237.95162804506,2.821534303003205
5.5799999999999255,-392158.69687776634,318237.95971436851,2.822068083642518
5.599999999999925,-392158.72710639535,318237.96147534135,2.8235038115598838
5.6199999999999246,-392158.74212380813,318237.96348246397,2.8228962660122665
5.6399999999999242,-392158.76492975018,318237.96854768315,2.8244194708545329
5.6599999999999238,-392158.78156400874,318237.98170498555,2.8246502955909465
5.6799999999999233,-392158.79858045437,318237.98559405608,2.8251057553524022
5.6999999999999229,-392158.82391766121,318237.98921875068,2.8250496322442062
5.7199999999999225,-392158.84962973901,318237.99126820394,2.8257186355637822
5.7399999999999221,-392158.86700408341,318237.99509022944,2.8258621095681997
5.7599999999999216,-392158.89706081973,318238.00568802154,2.8267148463707432
5.7799999999999212,-392158.9289415534,318238.02267325879,2.8290946420709391
5.7999999999999208,-392158.96214467729,318238.02453675453,2.8284094914211573
5.8199999999999203,-392158.98528794176,318238.03653923393,2.8269298164854217
5.8399999999999199,-392158.98466613569,318238.04168029997,2.8287580845481148
5.8599999999999195,-392159.00866412965,318238.04070873471,2.8306472976712524
5.8799999999999191,-392159.04731309018,318238.05022127618,2.8298535511157938
5.8999999999999186,-392159.08998670545,318238.05894441681,2.8295870829666199
5.9199999999999182,-392159.12154140248,318238.06974737142,2.8291998591003842
5.9399999999999178,-392159.15969881858,318238.0721219402,2.8283005894207012
5.9599999999999174,-392159.18153900094,318238.07938690396,2.8268843505975734
5.9799999999999169,-392159.22638453724,318238.09345217579,2.8255294298041842
5.9999999999999165,-392159.2564197132,318238.10443546867,2.8262569788548184
6.0199999999999161,-392159.27361411543,318238.11546330265,2.8264157904222502
6.0399999999999157,-392159.31944733788,318238.12564193626,2.8264759707078002
6.0599999999999152,-392159.34712076664,318238.13124326098,2.8252285614086632
6.0799999999999148,-392159.38802221284,318238.14150818338,2.8249477742890821
6.0999999999999144,-392159.4087003147,318238.15083709615,2.8258334730100581
6.119999999999914,-392159.42714059405,318238.15745809913,2.8250774564703267
6.1399999999999135,-392159.47301194823,318238.16749021749,2.8245678679509547
6.1599999999999131,-392159.50025860145,318238.17602473567,2.8246532400818567
6.1799999999999127,-392159.52341863024,318238.18877399905,2.8237128417872976
6.1999999999999122,-392159.55265523336,318238.19535773271,2.8231661064057612
6.2199999999999118,-392159.57960307406,318238.21206113481,2.824204533260827
6.2399999999999114,-392159.61364639929,318238.23145685141,2.8248851263790846
6.259999999999911,-392159.65537608281,318238.24816960673,2.825176762320706
6.2799999999999105,-392159.68749534187,318238.26232985017,2.8257518607025873
6.2999999999999101,-392159.71188880003,318238.27542975394,2.8250994286984263
6.3199999999999097,-392159.75647764123,318238.29470175854,2.8243583814273152
6.3399999999999093,-392159.80486403574,318238.31463479262,2.8256732513405365
6.3599999999999088,-392159.8421941782,318238.33183889161,2.8254940626279903
6.3799999999999084,-392159.85667101579,318238.33909331402,2.8234197105045116
6.399999999999908,-392159.88128989848,318238.35243108403,2.8226720444739022
6.4199999999999076,-392159.91813145409,318238.36323710385,2.8221224322695431
6.4399999999999071,-392159.94168736448,318238.37517471472,2.8207210303758798
6.4599999999999067,-392159.96484389919,318238.38724623201,2.8194684892260238
6.4799999999999063,-392160.00117693725,318238.40143073699,2.8188895203632218
6.4999999999999059,-392160.0551471932,318238.40883709968,2.8181407491673509
6.5199999999999054,-392160.08308376459,318238.42586030526,2.8182421426585478
6.539999999999905,-392160.12280483003,318238.4431307239,2.8173653328010535
6.5599999999999046,-392160.15002674691,318238.45948114293,2.8162237286996117
6.5799999999999041,-392160.18444228062,318238.47085306438,2.8152977487217639
6.5999999999999037,-392160.2183754404,318238.48229989124,2.8142902977496145
6.6199999999999033,-392160.25315067871,318238.49171936722,2.8131108560330347
6.6399999999999029,-392160.29631179816,318238.50519163813,2.8117041571240975
6.6599999999999024,-392160.33442605473,318238.50792106829,2.8111370065604895
6.679999999999902,-392160.3763288738,318238.52700065082,2.8109185139232831
6.6999999999999016,-392160.41829685733,318238.53740406653,2.8087027470064005
6.7199999999999012,-392160.44617428689,318238.55198757636,2.8066487274826346
6.7399999999999007,-392160.47079392255,318238.56619821594,2.8047366666850451
6.7599999999999003,-392160.49791279912,318238.58271470049,2.8027597413744356
6.7799999999998999,-392160.53005961096,318238.59641879192,2.8001026575537309
6.7999999999998995,-392160.56960420765,318238.60358553805,2.7984970354667165
6.819999999999899,-392160.58189871028,318238.620578031,2.7977428928253096
6.8399999999998986,-392160.62234502792,318238.62918469071,2.7964622002014563
6.8599999999998982,-392160.64873738581,318238.64047514333,2.794618850730576
6.8799999999998978,-392160.68869097449,318238.65646883956,2.7920435164397794
6.8999999999998973,-392160.71809667931,318238.67327676516,2.7893844613036647
6.9199999999998969,-392160.75236366101,318238.68494695093,2.788366721697388
6.9399999999998965,-392160.78771886049,318238.70063122018,2.7864319583641164
6.959999999999896,-392160.81175619195,318238.72189149971,2.7838566300627208
6.9799999999998956,-392160.84070374927,318238.74022070848,2.7803730279713532
6.9999999999998952,-392160.88740049384,318238.7581111092,2.7772664201686497
7.0199999999998948,-392160.9255180154,318238.7605231179,2.7741821976629324
7.0399999999998943,-392160.96048693894,318238.78619447968,2.7723235827986992
7.0599999999998939,-392160.99607510591,318238.80378667003,2.7700808505118757
7.0799999999998935,-392161.04627164104,318238.81183372875,2.7669603951108384
7.0999999999998931,-392161.08514724963,318238.82915460767,2.7645187271975833
7.1199999999998926,-392161.10712838842,318238.85863436526,2.7615685006555428
7.1399999999998922,-392161.14793215739,318238.88798097515,2.7591232975414965
7.1599999999998918,-392161.18088169058,318238.90440421912,2.7558122121137187
7.1799999999998914,-392161.22931707872,318238.91203184397,2.7532084257119487
7.1999999999998909,-392161.26144120371,318238.93135152402,2.7505270506071127
7.2199999999998905,-392161.29291173292,318238.94259694824,2.7463919051443013
7.2399999999998901,-392161.32502742537,318238.96000594733,2.7435898158488117
7.2599999999998897,-392161.35870278208,318238.96714526461,2.7402919239870558
7.2799999999998892,-392161.38599741244,318238.99268311518,2.7372481500484502
7.2999999999998888,-392161.41685254447,318239.01294301695,2.7335497139072462
7.3199999999998884,-392161.44079713634,318239.02184573072,2.7292931414940758
7.3399999999998879,-392161.48007298983,318239.04150839744,2.7257925692352747
7.3599999999998875,-392161.49870587653,318239.05074636871,2.7216364082046289
7.3799999999998871,-392161.52684602013,318239.06330885092,2.7178198877916784
7.3999999999998867,-392161.56689242279,318239.08071193093,2.7142373142504201
7.4199999999998862,-392161.59690440795,318239.10490728432,2.7109444884180913
7.4399999999998858,-392161.62096001976,318239.11923587113,2.7074772987621634
7.4599999999998854,-392161.64035129338,318239.1349482353,2.7034452240918778
7.479999999999885,-392161.65518609755,318239.16283257899,2.6979709407768953
7.4999999999998845,-392161.68131709873,318239.17843853781,2.6933172886050905
7.5199999999998841,-392161.71556273638,318239.19422369712,2.6882412861380311
7.5399999999998837,-392161.73319539457,318239.20897915371,2.6841874610374368
7.5599999999998833,-392161.75855504372,318239.23122335778,2.679426380750292
7.5799999999998828,-392161.7949711383,318239.24694948102,2.6741311552835434
7.5999999999998824,-392161.82160142541,318239.27853345685,2.6684883359237541
7.619999999999882,-392161.8539311192,318239.28818956105,2.6635902404171357
7.6399999999998816,-392161.87386640318,318239.29062598769,2.6581896769129596
7.6599999999998811,-392161.8966558674,318239.30389920733,2.6538779021237131
7.6799999999998807,-392161.91478439787,318239.32074213104,2.6487770567559199
7.6999999999998803,-392161.9512547226,318239.34865854349,2.6441950698145997
7.7199999999998798,-392162.0001892568,318239.35902911908,2.639817274101746
7.7399999999998794,-392162.0363382136,318239.37238305883,2.6351167321409741
7.759999999999879,-392162.07119917683,318239.3935426462,2.630273479417685
7.7799999999998786,-392162.08913392603,318239.40136822651,2.6254127113043508
7.7999999999998781,-392162.11697698198,318239.42154267995,2.6197443186932894
7.8199999999998777,-392162.13946154021,318239.44430024712,2.614039252443126
7.8399999999998773,-392162.15593051672,318239.46911965427,2.608295110502993
7.8599999999998769,-392162.17099955224,318239.48913828819,2.6027506416851827
7.8799999999998764,-392162.20762892195,318239.5285563778,2.5969630132129766
7.899999999999876,-392162.242820493,318239.5650592061,2.5911494455938358
7.9199999999998756,-392162.27056635782,318239.5857928099,2.5849041351855426
7.9399999999998752,-392162.30205306457,318239.61103615304,2.5783421313296002
7.9599999999998747,-392162.33003602887,318239.64517845167,2.5723193134452318
7.9799999999998743,-392162.35675239324,318239.66629782063,2.5667385270530656
7.9999999999998739,-392162.39808950922,318239.69206714589,2.5618517882212233
8.0199999999998735,-392162.42976708658,318239.71498245897,2.5568060514258368
