%time,field.data
1449189515344790798,241995
1449189515399099936,838042
1449189515463012250,331879
1449189515499737585,252009
1449189515658154077,785112
1449189515661009200,1010179
1449189515665287408,628948
1449189515696184332,508070
1449189515754321619,230074
1449189515825651910,335932
1449189515871877062,320196
1449189515894492786,210047
1449189515973390522,856161
1449189515994837104,233888
1449189516049698265,1559972
1449189516095110740,369787
1449189516144811471,270843
1449189516198727542,764132
1449189516247296004,826120
1449189516360127678,240087
1449189516360550356,258923
1449189516395389408,260115
1449189516445587689,295877
1449189516504963389,833034
1449189516545949046,272036
1449189516601441015,2671957
1449189516652293844,349999
1449189516695914473,290870
1449189516744597757,254869
1449189516799526526,1024008
1449189516849114393,812054
1449189516898131516,658989
1449189516993602034,813961
1449189517040990175,260114
1449189517045049910,195980
1449189517099519123,904083
1449189517144730735,222922
1449189517196111288,270129
1449189517245919574,349999
1449189517299480850,837802
1449189517364568171,826121
1449189517396603250,535965
1449189517460774253,776052
1449189517494711809,203848
1449189517597588016,845909
1449189517600108726,882864
1449189517647547433,304937
1449189517702732659,1456976
1449189517746060512,229836
1449189517801729879,959873
1449189517907361460,778913
1449189517907552267,241041
1449189517946007712,225067
1449189518143443365,856877
1449189518144907520,512838
1449189518146804970,487089
1449189518147114507,325918
1449189518195748950,303984
1449189518245776538,262022
1449189518300533498,854015
1449189518348721187,798941
1449189518398799898,720024
1449189518453076348,854969
1449189518546558342,243902
1449189518546572310,156879
1449189518597866259,318050
1449189518690519378,375986
1449189518695403237,196934
1449189518750036996,894070
1449189518819964599,1213074
1449189518856035662,407934
1449189518894793660,216008
1449189518949532183,994920
1449189518997949790,393153
1449189519050955688,1009941
1449189519094841992,226020
1449189519144827674,252962
1449189519214002948,905991
1449189519244734504,238895
1449189519299067389,268936
1449189519401760889,419855
1449189519402373816,359058
1449189519444550685,152111
1449189519498113637,787973
1449189519635054785,843048
1449189519635899027,672817
1449189519644645668,178814
1449189519698251085,840187
1449189519749510672,854969
1449189519850373210,253916
1449189519862174152,1699924
1449189519895190918,231982
1449189519949119282,836849
1449189519996581739,257969
1449189520044844577,257016
1449189520145786185,277996
1449189520146125893,249862
1449189520195157818,473976
1449189520250037414,762940
1449189520294755388,236034
1449189520344844157,351906
1449189520399279847,762224
1449189520467239601,1634121
1449189520499083592,285149
1449189520552530888,910044
1449189520655408204,330210
1449189520657198097,655889
1449189520695392899,245095
1449189520750064932,879049
1449189520795779961,247956
1449189520855869441,1075983
1449189520897051212,370026
1449189521016594340,471115
1449189521017660397,453949
1449189521044945146,72002
1449189521094835845,243187
1449189521148188717,642061
1449189521227445715,805855
1449189521263544158,497818
1449189521294663757,216007
1449189521352604641,781059
1449189521400987606,533819
1449189521447546035,469923
1449189521498869598,946045
1449189521547562100,808000
1449189521736776636,425816
1449189521737917845,211000
1449189521738726329,315904
1449189521745243927,254870
1449189521807329752,813007
1449189521849278659,777007
1449189521930385336,410080
1449189521944801972,98944
1449189521994718092,241041
1449189522044696792,262976
1449189522101225485,895023
1449189522165110137,215054
1449189522194765307,216961
1449189522248719090,867128
1449189522333777108,1465797
1449189522345579447,249147
1449189522398578639,871897
1449189522454023954,1448154
1449189522537034784,254870
1449189522544710621,246048
1449189522596301256,195026
1449189522644884525,272036
1449189522699173269,870943
1449189522748052386,872135
1449189522798293966,568866
1449189522847135368,567197
1449189522896570145,543117
1449189523041909845,367880
1449189523043132067,303030
1449189523044984538,257016
1449189523096477675,268936
1449189523148961998,576019
1449189523293815603,819921
1449189523293838232,263930
1449189523295297076,383138
1449189523345619393,299931
1449189523399278449,1513004
1449189523449744361,838995
1449189523497418856,715017
1449189523548604132,899791
1449189523602623567,877142
1449189523738974415,303030
1449189523740056955,366926
1449189523744534620,151873
1449189523795271236,283002
1449189523958045560,375033
1449189523958614346,588179
1449189523958632784,338077
1449189523994914764,260115
1449189524048973312,829935
1449189524096938906,328064
1449189524147922202,802994
1449189524316246677,294924
1449189524318226814,521899
1449189524318597531,448942
1449189524348210505,276089
1449189524399234309,1022101
1449189524449890747,288009
1449189524503258424,1013995
1449189524614970680,732898
1449189524615395315,327825
1449189524676237419,408888
1449189524695110730,204087
1449189524749137998,906945
1449189524795678551,185967
1449189524845667306,264883
1449189525035109257,864029
1449189525035384153,315905
1449189525040694607,3856182
1449189525046447014,390053
1449189525094912391,235795
1449189525144563953,133991
1449189525333977671,224829
1449189525335872327,406980
1449189525337414426,392199
1449189525345448979,243903
1449189525398844874,798941
1449189525450269008,1617909
1449189525499888722,397921
1449189525549353947,958919
1449189525634815646,1849890
1449189525645424816,296831
1449189525700340177,1436949
1449189525778722205,1477957
1449189525825401601,221968
1449189525845420627,288009
1449189525897847122,830889
1449189525971300869,1042128
1449189526023471468,526905
1449189526044874747,229120
1449189526095528671,353813
1449189526149091624,874996
1449189526198796265,921011
1449189526272098039,1039982
1449189526305975808,334024
1449189526345678061,281095
1449189526406982501,1240015
1449189526448440004,805139
1449189526495226119,309944
1449189526549874404,782967
1449189526598234741,895977
1449189526716416817,509024
1449189526717411075,351191
1449189526752953846,186920
1449189526800645103,747919
1449189526901940660,981092
1449189526901966641,406980
1449189526945550671,233889
1449189526998136964,852108
1449189527136294201,308037
1449189527137226161,597000
1449189527144845834,262975
1449189527198319108,851155
1449189527249351851,797987
1449189527321330274,357151
1449189527344675420,251055
1449189527399389636,1343012
1449189527449040360,735044
1449189527613307047,1043796
1449189527615443632,257969
1449189527616124445,336171
1449189527645237361,372887
1449189527699248696,1121998
1449189527744979928,247002
1449189527796890436,734806
1449189527849110202,853061
1449189528035409298,1065015
1449189528038088409,1775980
1449189528038893539,363827
1449189528045267813,329018
1449189528094759578,228882
1449189528144615076,203847
1449189528199579604,684976
1449189528394955833,705957
1449189528395034893,277043
1449189528395046068,350952
1449189528395176252,183105
1449189528444798201,243187
1449189528500247706,1879931
1449189528545839532,209809
1449189528612390728,743866
1449189528653302075,812054
1449189528698183196,846863
1449189528756107038,338793
1449189528794958067,247955
1449189528874414812,761032
1449189528896700328,429869
1449189528946033692,409126
1449189529000569953,879049
1449189529085800617,651837
1449189529115033107,432968
1449189529147137188,195980
1449189529194707197,223875
1449189529301680848,857115
1449189529349331877,252009
1449189529349346125,162840
1449189529398783134,638962
1449189529467414761,905990
1449189529497327223,576019
1449189529549019266,886917
1449189529635269894,224113
1449189529671742127,258923
1449189529705036861,227213
1449189529744901426,252009
1449189529798581153,829935
1449189529848350607,646830
1449189529900234576,923872
1449189529948774545,810862
1449189530014894398,787020
1449189530076073684,478029
1449189530095130016,380993
1449189530149385794,951051
1449189530230375136,1541137
1449189530248434416,915051
1449189530297009865,478983
1449189530347549806,843048
1449189530400544252,434161
1449189530450874670,1348972
1449189530499104823,666857
1449189530553182925,558853
1449189530594807489,208855
1449189530658579840,1698017
1449189530694848695,262022
1449189530779130633,690937
1449189530817432164,221014
1449189530894732757,318050
1449189530894751754,198126
1449189530947594225,241041
1449189530999530995,900030
1449189531045349947,307083
1449189531099077165,849963
1449189531155539650,837088
1449189531195230168,255823
1449189531249636804,680208
1449189531298295222,486851
1449189531347170429,159025
1449189531400146715,1580954
1449189531470930571,689983
1449189531499105940,1173973
1449189531557211369,672102
1449189531594765304,228167
1449189531648114264,816822
1449189531755755599,241041
1449189531756969720,281095
1449189531800828646,263214
1449189531873090344,1487017
1449189531936396996,478983
1449189531945784220,231981
1449189531999933560,950098
1449189532050034620,1127958
1449189532095276403,252962
1449189532147224346,349045
1449189532195810688,277042
1449189532415046099,1185894
1449189532417135749,235081
1449189532417821311,595093
1449189532418577831,370025
1449189532444814121,235080
1449189532498462842,782013
1449189532544860079,222922
1449189532599422880,722170
1449189532651323331,962019
1449189532701307617,254869
1449189532745234428,486136
1449189532804556214,700951
1449189532954405980,782967
1449189532955872369,364066
1449189532956692586,499010
1449189532994755803,237226
1449189533048585832,830889
1449189533096117851,267029
1449189533147785032,829935
1449189533200674716,1720906
1449189533248565160,766039
1449189533436934085,371933
1449189533438036457,264883
1449189533438781802,226974
1449189533445253566,965118
1449189533498765673,882149
1449189533549398365,896216
1449189533595217038,223875
1449189533649764194,849009
1449189533698722652,808000
1449189533748440143,880003
1449189533833460722,883102
1449189533915784038,736952
