%time,field.data
1449190720054749585,550032
1449190720057041222,439882
1449190720098176636,153065
1449190720148473532,150919
1449190720202388484,977993
1449190720271884749,617027
1449190720297842514,279904
1449190720350356171,301122
1449190720401606262,1033068
1449190720449304782,536919
1449190720503116650,1637936
1449190720551823120,1283884
1449190720602290706,1095057
1449190720662400580,443936
1449190720698451810,329018
1449190720833397174,893831
1449190720835760604,662088
1449190720847661556,254154
1449190720902996801,1147032
1449190720958768696,439883
1449190720997821977,321865
1449190721052668339,1863957
1449190721098473321,360966
1449190721206989905,1076937
1449190721208484788,243902
1449190721248467525,279904
1449190721301588802,1046896
1449190721347792440,292063
1449190721400770681,1062870
1449190721449460948,443936
1449190721503056028,1336813
1449190721553321355,2346992
1449190721614183000,990152
1449190721675295238,461817
1449190721700394234,298023
1449190721755409329,1592875
1449190721805541119,1096964
1449190721854262954,1108885
1449190721897663163,279904
1449190721961456188,1132011
1449190721997670286,283957
1449190722052956085,1220942
1449190722101760052,766993
1449190722151083081,1155854
1449190722246121975,895023
1449190722248362204,796795
1449190722300771938,99897
1449190722352734129,1001120
1449190722402674832,322103
1449190722447881696,293017
1449190722508562034,1274108
1449190722547887423,302077
1449190722602743278,549078
1449190722651350293,1384974
1449190722702726096,1133919
1449190722752612883,1305103
1449190722841991282,467062
1449190722857187907,379086
1449190722902546745,293017
1449190722951778142,1317978
1449190723002311656,237941
1449190723085934017,33174991
1449190723115356755,637054
1449190723147966763,275135
1449190723202540738,1070976
1449190723266486853,422001
1449190723297653385,310898
1449190723348305353,328064
1449190723402049613,861168
1449190723475543312,540018
1449190723497480179,238895
1449190723557338904,1050949
1449190723611225362,1002074
1449190723656756566,1186133
1449190723713955736,1011133
1449190723748040235,298977
1449190723824877375,1027823
1449190723880809904,922918
1449190723899394667,580072
1449190723949484553,555993
1449190724017109906,278950
1449190724047940922,349998
1449190724102298109,1123190
1449190724152992262,938892
1449190724317082945,2758026
1449190724317940317,421047
1449190724318814450,196934
1449190724353530878,501155
1449190724409857031,1854181
1449190724451284642,1163960
1449190724501121983,1024008
1449190724555079402,406027
1449190724597668890,257969
1449190724653332110,1849889
1449190724708736638,1971006
1449190724772414284,1514196
1449190724797837625,257969
1449190724848527310,451088
1449190724902767722,1925945
1449190724947782662,287056
1449190725000973778,1070976
1449190725059284541,1225948
1449190725161565701,757932
1449190725161589727,590086
1449190725197857180,291109
1449190725251420693,1183033
1449190725300469104,1005888
1449190725353456008,1138926
1449190725416054187,2934932
1449190725471137163,540972
1449190725497581589,247002
1449190725547657226,277997
1449190725604527303,637055
1449190725755512135,1059055
1449190725757385836,1299858
1449190725758706674,358105
1449190725797691238,257015
1449190725854368833,2127170
1449190725916807494,1542092
1449190725947777354,264168
1449190726023968601,15758038
1449190726053575996,1977206
1449190726098059023,383138
1449190726154068654,1585007
1449190726200584065,385046
1449190726250453252,1187086
1449190726317814609,627995
1449190726347759754,336170
1449190726405725219,473023
1449190726448097087,427007
1449190726554073405,1049995
1449190726555304288,758171
1449190726607055278,274182
1449190726647418508,270844
1449190726775318282,361919
1449190726777109013,509024
1449190726797770578,251054
1449190726853808427,1999140
1449190726977282776,746012
1449190726978025888,29531956
1449190727007132104,283956
1449190727048797455,502110
1449190727097917664,298023
1449190727152607576,2038956
1449190727255383491,717163
1449190727256934805,457048
1449190727298715251,307083
1449190727355386141,1894951
1449190727397715823,280857
1449190727451084058,968933
1449190727501097119,921965
1449190727552688871,1016855
1449190727598451949,275850
1449190727700677792,1914025
1449190727721968206,2952099
1449190727748097505,305176
1449190727803978630,1957178
1449190727855031766,2660990
1449190727902551214,1039982
1449190727968457073,821113
1449190727997869194,380039
1449190728054452364,3270865
1449190728099975188,526190
1449190728150693366,2219915
1449190728201817461,639915
1449190728256462115,1722813
1449190728344755177,401974
1449190728348174888,397921
1449190728455668726,485897
1449190728457615061,479937
1449190728498095619,431061
1449190728553613570,1775026
1449190728599440902,263929
1449190728655283475,1017094
1449190728721746107,595092
1449190728748333291,678063
1449190728797950769,334978
1449190728995994380,119638919
1449190728997515243,502825
1449190728998611192,385999
1449190728999818887,363111
1449190729048297391,387907
1449190729103242084,1595020
1449190729148184386,266075
1449190729201584750,1003027
1449190729252013223,720977
1449190729354637440,547170
1449190729356479574,554085
1449190729398360598,414133
1449190729452407690,1816988
1449190729498257091,301838
1449190729551369988,1342058
1449190729597506579,271797
1449190729648095131,427961
1449190729703477029,1586914
1449190729751155435,1097917
1449190729807552547,1143932
1449190729857164440,972033
1449190729901122540,1032830
1449190729951462458,1180887
1449190730023252588,410080
1449190730048443499,300884
1449190730097832737,463963
1449190730149643232,1030922
1449190730209850602,434160
1449190730249575765,540972
1449190730298265194,474930
1449190730375540655,463009
1449190730436628590,478029
1449190730448627600,308991
1449190730503899151,1066923
1449190730551539842,1304150
1449190730597671403,273943
1449190730656239462,1920938
1449190730705278934,998974
1449190730855302178,425100
1449190730857305229,538111
1449190730858210094,510931
1449190730897807594,317812
1449190730952192719,1458884
1449190731004212738,896216
1449190731049686953,577211
1449190731098968914,576973
1449190731154481557,271082
1449190731198186553,308037
1449190731250294293,1090050
1449190731335286375,303984
1449190731347852781,365019
1449190731402082579,1524926
1449190731454866942,564098
1449190731497689980,312090
1449190731553512998,1582861
1449190731600790794,981092
1449190731650955549,1112937
1449190731725195713,288010
1449190731755690918,422001
1449190731798020608,429869
1449190731851542496,1058101
1449190731994925799,282049
1449190731996808162,1108170
1449190731997895452,609875
1449190732048334547,407934
1449190732097866539,424862
1449190732151277797,1147986
1449190732355824487,432968
1449190732357720532,811100
1449190732408634809,380040
1449190732461357430,1161098
1449190732507066592,340938
1449190732655175360,476122
1449190732655638548,289917
1449190732681087591,285864
1449190732706583009,236034
1449190732775735097,495911
1449190732806590411,241995
1449190732862185468,1230955
1449190732910072281,764131
1449190732980729585,346184
1449190733007048292,578165
1449190733057436540,281810
1449190733146028245,994920
1449190733159337480,561953
1449190733208394554,541926
1449190733258585011,560045
1449190733368620784,553131
1449190733368671350,1716853
1449190733408101778,268937
1449190733519046886,370026
1449190733519060575,358105
1449190733556803360,95129
1449190733665319945,292063
1449190733666461990,396967
1449190733710285995,983000
1449190733766297583,1055003
1449190733811805042,1010894
1449190733975263265,11707068
1449190733976246628,401974
1449190733976494425,942945
