%time,field.data
1449189980256592107,375986
1449189980308504289,54121
1449189980376465440,1438141
1449189980424720457,278950
1449189980463056056,1014948
1449189980560862342,1106978
1449189980560892793,1040935
1449189980606849748,337839
1449189980664210393,1070976
1449189980711349903,1204014
1449189980855276278,472068
1449189980856950517,1057147
1449189980858193415,281095
1449189980906412125,885963
1449189980961693452,2071858
1449189981035468194,823975
1449189981056849401,408173
1449189981106686462,391006
1449189981159507700,810861
1449189981213356164,1045942
1449189981257445006,594139
1449189981352423560,615836
1449189981356540563,634193
1449189981409742017,312090
1449189981458975928,416040
1449189981510209255,261068
1449189981574651244,256061
1449189981605718601,243187
1449189981663120031,2000093
1449189981705574868,267983
1449189981759326671,864029
1449189981869459665,655890
1449189981869476706,176191
1449189981909896647,306844
1449189981988030320,1331091
1449189982006338232,415086
1449189982061085135,1070976
1449189982113232544,1909018
1449189982155867291,274897
1449189982218136938,903845
1449189982257857351,245094
1449189982310958513,418901
1449189982358809565,1111031
1449189982409545344,889063
1449189982462317973,977039
1449189982528033867,1199961
1449189982561728365,245094
1449189982616029968,1748085
1449189982693866397,845909
1449189982715801866,410795
1449189982758285477,266075
1449189982809531376,938893
1449189982875898470,1219988
1449189982905737179,265837
1449189982989453961,1121998
1449189983065727337,381947
1449189983065748289,313997
1449189983112646996,357866
1449189983161260436,1018047
1449189983206632124,290871
1449189983268352818,1125097
1449189983309103806,1014948
1449189983359054850,241041
1449189983406904506,310182
1449189983461467027,577927
1449189983506920569,325918
1449189983559214366,940084
1449189983735491538,264167
1449189983735974280,488996
1449189983737675610,374078
1449189983758597528,274181
1449189983810458588,919103
1449189983858797414,1086951
1449189983957909173,893116
1449189983973897236,2637148
1449189984013899807,283003
1449189984074336537,1312017
1449189984105762600,287056
1449189984215438551,283956
1449189984216088634,403166
1449189984263155230,273227
1449189984324853573,1096964
1449189984360482125,332832
1449189984409391413,946045
1449189984483456972,21661043
1449189984566390968,370026
1449189984567663198,664949
1449189984605539245,244856
1449189984661574861,2700090
1449189984738145765,264883
1449189984764811167,257969
1449189984858188399,245094
1449189984858203205,176906
1449189984906735348,412941
1449189984965404258,2280951
1449189985009253127,943184
1449189985088033530,277996
1449189985170106806,404835
1449189985170129155,347852
1449189985206408907,263930
1449189985261330696,1404047
1449189985305519833,262022
1449189985426672940,842094
1449189985428805055,378847
1449189985469423905,522137
1449189985506773622,458002
1449189985563154810,1823902
1449189985606573737,221967
1449189985660658824,1225948
1449189985716551122,906945
1449189985761445096,1039028
1449189985814103466,1119136
1449189985884381687,529050
1449189985915446795,269174
1449189985959282252,1176834
1449189986077321277,265122
1449189986077615727,880957
1449189986108263757,285149
1449189986180844208,1227141
1449189986206521495,252962
1449189986320536823,51080227
1449189986322185636,975132
1449189986355814772,152827
1449189986430709486,1770973
1449189986456400460,175953
1449189986508698728,943184
1449189986566810583,1070023
1449189986612216913,972032
1449189986666241653,275135
1449189986712239958,1517057
1449189986760590798,2103090
1449189986823904988,988007
1449189986855754568,259161
1449189986906444530,308037
1449189987062486989,1093149
1449189987097060098,1013994
1449189987098686003,741958
1449189987106947388,327110
1449189987159126086,1227856
1449189987212901077,1250029
1449189987257182402,299215
1449189987310188023,922919
1449189987438115732,1993894
1449189987439385168,258922
1449189987455358428,184059
1449189987506714397,279904
1449189987561622214,1731872
1449189987614282816,2687931
1449189987659842240,1085997
1449189987710381343,2343893
1449189987759566924,936032
1449189987895418263,859976
1449189987943801790,385046
1449189987944271402,323058
1449189987955303533,195980
1449189988029895971,917911
1449189988057251405,292063
1449189988106697076,303030
1449189988235127927,283003
1449189988235854277,215053
1449189988255438325,239134
1449189988310109521,916958
1449189988363823331,1564026
1449189988521107282,33393144
1449189988521594774,283957
1449189988521805137,351190
1449189988556298353,280142
1449189988610093178,1176119
1449189988658700194,992060
1449189988775803343,14775037
1449189988776550924,386000
1449189988806094345,145912
1449189988868011154,3680945
1449189988905807857,279903
1449189988962221731,684023
1449189989056562496,258923
1449189989056577302,459194
1449189989106066269,313997
1449189989156583025,260830
1449189989225480048,935078
1449189989255508447,248909
1449189989309354397,270129
1449189989435087416,1273871
1449189989435991442,361920
1449189989456296816,285864
1449189989556642533,539064
1449189989557624222,422954
1449189989606491044,362873
1449189989665945528,3597975
1449189989707678207,295162
1449189989756983356,280857
1449189989810503566,409126
1449189989861128435,966072
1449189989913220810,967026
1449189989958271229,310897
1449189990014143413,1873970
1449189990060985122,845909
1449189990109070282,921965
1449189990158515115,1036883
1449189990221119723,633955
1449189990256623117,328064
1449189990335806362,1391172
1449189990360713719,839949
1449189990409642004,913143
1449189990497941494,1268864
1449189990525487172,436068
1449189990555379520,276089
1449189990619053535,1056910
1449189990655544205,265121
1449189990708929204,900030
1449189990802947578,18267870
1449189990810668391,963926
1449189990861031494,673056
1449189990912310918,1193047
1449189990993142979,1010180
1449189991005663564,266790
1449189991063430963,316858
1449189991105662587,294209
1449189991158587470,340938
1449189991210626207,2049207
1449189991291470001,1273155
1449189991332880293,395060
1449189991355885171,250101
1449189991405587856,255823
1449189991464013159,1802922
1449189991627853814,206948
1449189991627872811,219107
1449189991627880353,208855
1449189991655822453,254154
1449189991723294716,249863
1449189991755788790,265121
1449189991843571455,257015
1449189991855477996,209809
1449189991913590690,1236200
1449189991959035850,950098
1449189992008759768,922919
1449189992065963407,1032114
1449189992127896976,1060009
1449189992256627005,761032
1449189992258575584,699997
1449189992259108615,524044
