%time,field.data
1449189724812977093,371933
1449189724856931843,879049
1449189724909423431,230074
1449189725008958985,844002
1449189725014658873,833034
1449189725053139740,492096
1449189725102387621,252008
1449189725157103513,1034021
1449189725212634314,814915
1449189725262989037,1030922
1449189725307311989,815869
1449189725365721362,794888
1449189725403283962,200033
1449189725456692148,802994
1449189725506499875,1118183
1449189725615570999,362158
1449189725619660905,346899
1449189725675965271,365019
1449189725702193459,200987
1449189725756383031,773906
1449189725806503646,820875
1449189725855794268,888109
1449189725933967332,896931
1449189725954110954,257015
1449189726004152790,344992
1449189726053147564,277996
1449189726105906224,960112
1449189726178721622,944138
1449189726206432407,699043
1449189726254249936,267029
1449189726307314783,1485825
1449189726368488199,452996
1449189726402320431,252962
1449189726452566484,310182
1449189726508604891,950098
1449189726553406674,260830
1449189726609984534,992060
1449189726656107157,1085996
1449189726706208497,833988
1449189726758087158,857115
1449189726859294712,247002
1449189726872423196,234127
1449189726902192902,207901
1449189726957405227,2012014
1449189727005956370,1003027
1449189727056704720,639916
1449189727102710566,402927
1449189727152573886,262022
1449189727240607143,995875
1449189727283500860,413895
1449189727302955851,214100
1449189727352847385,56982
1449189727409562415,792027
1449189727455189163,260115
1449189727517575584,764132
1449189727553687707,637054
1449189727604836116,262976
1449189727653644274,427007
1449189727706782871,919818
1449189727753078140,405073
1449189727808946134,1026153
1449189727893577282,483989
1449189727902182006,205040
1449189727952438116,247002
1449189728014019965,1210928
1449189728066566308,573873
1449189728102426731,220061
1449189728199033415,353098
1449189728202890336,423908
1449189728252496083,226020
1449189728312927506,694036
1449189728353608375,441074
1449189728433434725,454902
1449189728452463398,241041
1449189728507463125,1232862
1449189728555391563,518799
1449189728614003482,483990
1449189728652498877,235080
1449189728711354402,861884
1449189728753909809,298977
1449189728806813740,977993
1449189728854662839,2258063
1449189728908250656,329017
1449189729034337906,949859
1449189729035917159,769854
1449189729052835233,378847
1449189729108045602,301123
1449189729153678775,393868
1449189729216202084,523090
1449189729253885646,231981
1449189729312984498,1637936
1449189729392420296,218153
1449189729402275453,210046
1449189729452572071,267029
1449189729507374845,1202821
1449189729556440021,245094
1449189729604002770,205994
1449189729658262459,477076
1449189729706317729,837087
1449189729759498789,886917
1449189729833432769,324965
1449189729858584561,336171
1449189729912495888,788927
1449189729953357506,437975
1449189730006248865,911951
1449189730055194750,1567841
1449189730110190567,619888
1449189730153761188,383853
1449189730233123228,844002
1449189730255986751,226974
1449189730306362147,813007
1449189730359078623,330925
1449189730402526324,244140
1449189730456273100,818968
1449189730554121291,1456976
1449189730562748364,803948
1449189730602535543,328064
1449189730652680464,135184
1449189730715911127,271082
1449189730752466611,196934
1449189730807099252,873804
1449189730857352567,905991
1449189730928125808,1196862
1449189730969211199,300884
1449189731002646451,268936
1449189731057325468,414848
1449189731111873463,360012
1449189731153006065,396967
1449189731206879950,1064062
1449189731257733619,957012
1449189731308921411,897884
1449189731363231386,942230
1449189731403991873,267029
1449189731458228655,1335144
1449189731532458199,1200914
1449189731576265724,355959
1449189731611117358,483990
1449189731653895144,283003
1449189731706940991,840903
1449189731757922611,963926
1449189731804821588,755072
1449189731855463500,732898
1449189731933138456,408888
1449189731952359334,233889
1449189732003319161,415802
1449189732057021798,1199961
1449189732124500207,329018
1449189732178861586,545979
1449189732202348367,196933
1449189732252395232,227928
1449189732312969692,298977
1449189732357206878,937939
1449189732406603379,1152039
1449189732513815884,1582145
1449189732514981116,226021
1449189732552593163,226975
1449189732608795557,802994
1449189732657742001,858069
1449189732706157931,1007080
1449189732782778013,597953
1449189732815101395,295878
1449189732852393557,230074
1449189732906824496,893116
1449189732957678167,865936
1449189733057991195,391961
1449189733058969811,333071
1449189733102253524,247001
1449189733154112070,266075
1449189733246801223,525951
1449189733252067256,194073
1449189733302209105,213146
1449189733352272731,200986
1449189733407556573,1036882
1449189733454290446,224113
1449189733502410528,265122
1449189733552403195,251054
1449189733632736030,2475977
1449189733654548019,240088
1449189733704567785,346899
1449189733756329951,859976
1449189733807023264,597000
1449189733853555156,473976
1449189733902286489,324965
1449189733952455994,235080
1449189734004670452,238896
1449189734118283215,1262188
1449189734118330148,870943
1449189734155202712,264168
1449189734207105118,766039
1449189734258376160,884056
1449189734306389803,818014
1449189734358686953,883818
1449189734403546844,234127
1449189734459190508,789881
1449189734502957803,306845
1449189734553589658,243902
1449189734637822152,344038
1449189734670877749,385046
1449189734702522273,300169
1449189734757708895,833988
1449189734807395379,952005
1449189734870111171,264883
1449189734907525982,426054
1449189734957326166,303984
