%time,field.data
1449190115167411761,1007080
1449190115214287831,283003
1449190115268617920,972987
1449190115320429533,1036882
1449190115368620295,955105
1449190115415234600,632048
1449190115495242812,2058983
1449190115518613661,390052
1449190115567154466,939846
1449190115614278892,630856
1449190115663463075,435113
1449190115720512784,946045
1449190115768295114,1084805
1449190115819491844,1208067
1449190115921802612,1405954
1449190115922895488,437975
1449190115963381640,365973
1449190116035008063,1364946
1449190116063476203,352859
1449190116119863539,1024961
1449190116176766582,1062870
1449190116214944339,616074
1449190116263323393,266075
1449190116326096732,1065016
1449190116369914872,873089
1449190116413385481,243902
1449190116472016677,1328946
1449190116518522307,972033
1449190116591078457,1995087
1449190116624911806,969172
1449190116664837829,223875
1449190116719974168,1365900
1449190116845944368,318050
1449190116845960013,214100
1449190116872020587,231981
1449190116913078878,261068
1449190116973179534,951052
1449190117053029906,769138
1449190117063363342,268937
1449190117126541762,746965
1449190117168521680,1157999
1449190117213389952,278950
1449190117267326695,1112938
1449190117316047133,570059
1449190117366322238,925064
1449190117460603772,733137
1449190117467856651,886202
1449190117513828971,380993
1449190117563023774,240087
1449190117617533773,943899
1449190117666904574,862837
1449190117753477867,1117945
1449190117773903369,6683111
1449190117813332122,234843
1449190117868860130,972033
1449190117955510251,1471043
1449190117963870810,360966
1449190118015808694,282049
1449190118068925781,2101898
1449190118117507653,855207
1449190118184905882,1106024
1449190118213465658,256062
1449190118268565121,967979
1449190118315384478,616074
1449190118383743169,1170159
1449190118435279049,359059
1449190118463247684,242949
1449190118517750700,1076936
1449190118565805411,255108
1449190118667097057,281095
1449190118667110746,209093
1449190118715573049,316859
1449190118785787561,1953840
1449190118815954803,263929
1449190118866865741,1009941
1449190118925302499,612021
1449190118976476039,377178
1449190119013470686,342130
1449190119070933577,1906157
1449190119127173127,424862
1449190119166231444,252008
1449190119213397774,289201
1449190119336689973,386000
1449190119337336424,412941
1449190119363108423,210047
1449190119423107667,1260996
1449190119515373855,246048
1449190119518513364,2902031
1449190119565070961,281811
1449190119613194955,221968
1449190119755382302,412941
1449190119756585528,387907
1449190119763445057,328064
1449190119818582231,915051
1449190119868574898,1218080
1449190119960391592,329971
1449190119964598554,328064
1449190120014733698,292063
1449190120175098464,319004
1449190120176383269,297070
1449190120177695172,514985
1449190120213978014,247002
1449190120268029857,1089096
1449190120313566648,288009
1449190120367104179,890016
1449190120416646511,1374006
1449190120471779215,607014
1449190120513540947,298977
1449190120573919293,1157046
1449190120614591500,498056
1449190120666631913,889063
1449190120776056444,251055
1449190120776788380,1052857
1449190120813142153,222922
1449190120877833337,905037
1449190120913305443,247002
1449190120973845539,918866
1449190121016916377,831843
1449190121073373272,772000
1449190121117009266,928164
1449190121200838636,236988
1449190121214221900,267982
1449190121275381908,961065
1449190121317103971,1084090
1449190121496027828,105212927
1449190121497122380,343084
1449190121498339574,252009
1449190121513184198,244856
1449190121566456612,988006
1449190121614170776,723124
1449190121667356865,437021
1449190121717842891,920057
1449190121764528434,313044
1449190121814665812,110865
1449190121866120396,898122
1449190121917173533,900030
1449190121966940752,942946
1449190122020728035,987053
1449190122082411013,273942
1449190122114013632,283957
1449190122175042899,2757072
1449190122216503476,736952
1449190122265972333,771046
1449190122315959132,769138
1449190122401313276,276804
1449190122421128645,560045
1449190122464912979,262976
1449190122514804516,270128
1449190122572981184,956058
1449190122615503627,282049
1449190122667563595,790119
1449190122776270156,854015
1449190122776957672,252008
1449190122815644430,365972
1449190122864907670,242948
1449190122928942066,2581120
1449190122982610898,1034021
1449190123014233913,323057
1449190123069677271,1134872
1449190123113991284,773907
1449190123164486806,265121
1449190123217593277,639916
