%time,field.data
1449189397302827098,340939
1449189397356430839,263929
1449189397449967866,1071215
1449189397460278675,730991
1449189397502551365,230074
1449189397552343169,223159
1449189397686934298,350952
1449189397688249829,513077
1449189397715700802,366926
1449189397753298598,379086
1449189397808195238,1297951
1449189397865377088,1460076
1449189397905555657,377894
1449189398068413774,228167
1449189398069292659,5918026
1449189398070095835,533104
1449189398103043607,339031
1449189398157512819,1704931
1449189398256416728,1530886
1449189398256558366,427961
1449189398302630425,360966
1449189398359217506,1894951
1449189398410996434,355959
1449189398452833314,367880
1449189398502721777,227929
1449189398552856642,357151
1449189398608944497,864982
1449189398676778260,319957
1449189398702989969,302077
1449189398816724826,1389981
1449189398817424635,242949
1449189398852922712,349045
1449189398903395606,233889
1449189398957275639,941039
1449189399078709230,595808
1449189399100883833,370025
1449189399102887999,352859
1449189399152813899,314951
1449189399210077602,1446009
1449189399274064499,1018048
1449189399302883809,367165
1449189399357759499,1963854
1449189399412051037,1188039
1449189399458173938,558138
1449189399507025397,1230002
1449189399557301340,1202822
1449189399632689973,705958
1449189399652753696,285864
1449189399706565563,1020193
1449189399843253326,1290083
1449189399865237686,218153
1449189399865901457,349998
1449189399902366146,247955
1449189399958861315,1799107
1449189400003180635,227928
1449189400115036193,1557827
1449189400115335113,400066
1449189400153039623,382901
1449189400208434096,1309872
1449189400311530995,782967
1449189400363363004,160933
1449189400364600870,471830
1449189400404063151,525951
1449189400594227312,1482964
1449189400595540040,342131
1449189400597456192,278950
1449189400602329965,283957
1449189400652539146,339031
1449189400709513707,1127958
1449189400758303143,1415968
1449189400802835619,357866
1449189400860872326,1783848
1449189400908605207,1413107
1449189400959204095,582933
1449189401005997194,1000882
1449189401056917632,1569986
1449189401103382756,380039
1449189401153003308,339985
1449189401203791048,255108
1449189401252560653,231028
1449189401305657626,993013
1449189401357532934,682116
1449189401407024419,986099
1449189401551425175,380040
1449189401551445289,277043
1449189401553934432,234127
1449189401602707671,344992
1449189401662006269,2331018
1449189401704801931,597954
1449189401795755670,998020
1449189401803005194,247955
1449189401852703131,185967
