%time,field.data
1449190227857346363,286818
1449190227910831374,944137
1449190227960187926,275135
1449190228110424039,2619982
1449190228110441639,246048
1449190228110448903,144959
1449190228156931084,293970
1449190228207048909,263214
1449190228259349690,285149
1449190228316693013,1873016
1449190228361041107,605822
1449190228414197863,924826
1449190228536247157,524998
1449190228537175211,591993
1449190228559518570,449896
1449190228609887818,298977
1449190228702848233,949860
1449190228710241355,1129866
1449190228759897386,410080
1449190228809549507,366926
1449190228859207774,251055
1449190228908576898,378132
1449190228979360474,256062
1449190229007237478,267983
1449190229059453055,367880
1449190229109828731,405073
1449190229194436967,293016
1449190229207122941,350952
1449190229256931507,266790
1449190229307217506,267029
1449190229358684103,215053
1449190229411694193,388861
1449190229457210313,264883
1449190229507238458,267983
1449190229556703405,254869
1449190229613496657,355005
1449190229657149411,300169
1449190229713199271,1651049
1449190229768984293,678063
1449190229817409724,1273870
1449190229857101360,273943
1449190229922565267,10942936
1449190229961321029,946998
1449190230015901431,973939
1449190230066191343,1085043
1449190230108917723,398874
1449190230162072244,1134872
1449190230214485609,319958
1449190230264442237,459910
1449190230313585634,1275063
1449190230360802808,885964
1449190230480170213,270843
1449190230480189769,158072
1449190230506850979,233889
1449190230556871023,272990
1449190230618635298,1128912
1449190230657069232,273943
1449190230709729836,910044
1449190230758153864,297070
1449190230834656328,267983
1449190230880767776,250101
1449190230907228681,403165
1449190230956921589,257015
1449190231012397076,933171
1449190231071336130,5930901
1449190231130861572,947953
1449190231175096244,262975
1449190231212147603,271081
1449190231266879976,952005
1449190231310536921,483036
1449190231363076281,715017
1449190231436957184,257015
1449190231457969343,225067
1449190231507069161,269890
1449190231605625264,1238108
1449190231608131449,383854
1449190231661360282,957966
1449190231712236860,1268148
1449190231757061271,277996
1449190231861509181,535965
1449190231861539352,395059
1449190231916125622,291109
1449190232024859542,1222849
1449190232026137359,422001
1449190232058112110,296116
1449190232107116096,283957
1449190232161888701,963926
1449190232315645439,712872
1449190232316725737,321865
1449190232318421191,307083
1449190232363062593,210047
1449190232410580363,848055
1449190232459111950,360012
1449190232509596021,864029
1449190232556963771,267983
1449190232606945544,287056
1449190232665482872,951052
1449190232707111065,274896
1449190232767926060,1111031
1449190232810534267,886917
